type,page,url,follow,Link Position,Link Origin
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/member-benefits,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/member-benefits/sqn-hole-in-one,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/community-impact/bonton-farms,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/member-benefits/play-away-select,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/city-clubs,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/southern-california,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/clublife-weddings,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/member-benefits/featured-alliances,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/contact-us,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/benefits-finder,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/community-impact/jaws-youth-playbook,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/terms-of-use,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/find-a-club,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/host-an-event,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/clublife-mgmt-and-acquisitions/member-owned-clubs,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/clublife-mgmt-and-acquisitions/new-page,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/tournaments-outings,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/clublife-tournaments/clublife-champions-classic,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/dallas,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/management-team,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/clublife-tournaments/clublife-couples-tournament,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/clublife-entertainment,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/community-impact/cedar-lane,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/our-pupose,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/clublife-charities,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/clublife-tournaments/clublife-womens-tennis-tournament,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/stadium-clubs,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/member-benefits/alliances,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/clublife-charities/community-heroes,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/bigshots-golf-lounge,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/our-history,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/houston,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/clublife-mgmt-and-acquisitions/recent-acquisitions,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/tampa,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/clublife-tournaments/clublife-two-person-best-ball,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/member-benefits/benefits-finder,True,,Sitemap XML
CSS,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/Content/css/club-corp.css,True,Head,HTML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/news,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-portfolio/golf--country-clubs,True,,Sitemap XML
JavaScript,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/Content/index.js,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/our-story/clublife-charities/e.c.f,True,Navigation,HTML
CSS,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/Content/fonts.css,True,Head,HTML
Image,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/globalassets/_corporate-site/clubcorplogo-black.png/logo/,True,Header,HTML
JavaScript,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/EPiServer.Forms/DataSubmit/GetFormInitScript,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/our-story/community-impact/giving-tuesday,True,Navigation,HTML
Image,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/globalassets/_clubcorp/logos/clubcorplogonewwht.png/small/,True,Footer,HTML
Image,https://www.clubcorp.com/,https://www.clubcorp.com/globalassets/_corporate-site/mobile---find-a-club---bernardo-height_hole-9_017-edited.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/globalassets/_corporate-site/clubcorplogo-white.png/logo/,True,Header,HTML
JavaScript,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/WebResource.axd,True,Head,HTML
Image,https://www.clubcorp.com/,https://www.clubcorp.com/globalassets/stonebriar_patio_107.jpg,True,Content,HTML
Image,https://www.clubcorp.com/,https://www.clubcorp.com/globalassets/_corporate-site/clublife12-11-267-v2.jpg,True,Content,HTML
Image,https://www.clubcorp.com/,https://www.clubcorp.com/globalassets/_corporate-site/our-brands---ut-club_media-party_126-edited.jpg,True,Content,HTML
Image,https://www.clubcorp.com/,https://www.clubcorp.com/globalassets/_corporate-site/clublife-newsletter.png,True,Content,HTML
Image,https://www.clubcorp.com/,https://www.clubcorp.com/globalassets/_corporate-site/mission-hills_tournament_hole-4_002.jpg,True,Content,HTML
Image,https://www.clubcorp.com/,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events---morganrun-wedding.jpg,True,Content,HTML
Image,https://www.clubcorp.com/,https://www.clubcorp.com/globalassets/_corporate-site/our-brands/clublife-charities/texas_tech_club_147-1920x1080.jpg,True,Content,HTML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/community-impact/roc-solid,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/terms-and-conditions,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/who-we-are,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/community-impact/shine-day,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/our-story/community-impact/on-course-foundation,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/entertainment-events/clublife-tournaments/clublife-regional-pickleball-tournaments,True,,Sitemap XML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/member-benefits/play-away-select/places-you-can-go,True,,Sitemap XML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/clubs/the-metropolitan,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,http://members.clubcorp.com/club/scripts/login/,True,Navigation,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/clubs/the-woodlands-country-club,True,Content,HTML
XML Sitemap,https://www.clubcorp.com/sitemap.xml,https://www.clubcorp.com/member-benefits/play-away-select/play-away-select--terms-and-conditions--page,True,,Sitemap XML
HTTP Redirect,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events/clublife-entertainment/joe-lacava-official-headshot-1.png/,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events/clublife-entertainment/joe-lacava-official-headshot-1.png,True,,HTTP
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/clubs/mission-hills-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://www.clubcorp.com/clubs/firestone-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/deerwood-golf-club,https://www.clubcorp.com/clubs/the-clubs-of-kingwood,True,Content,HTML
HTTP Redirect,https://www.clubcorp.com/globalassets/_corporate-site/our-brands/mission-hills_ap-hole-4.jpg/,https://www.clubcorp.com/globalassets/_corporate-site/our-brands/mission-hills_ap-hole-4.jpg,True,,HTTP
HTTP Redirect,https://www.clubcorp.com/globalassets/old-ranch-9.jpg/,https://www.clubcorp.com/globalassets/old-ranch-9.jpg,True,,HTTP
Hyperlink,https://www.clubcorp.com/our-story/news/deerwood-golf-club,https://www.clubcorp.com/clubs/the-houston-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/deerwood-golf-club,https://www.clubcorp.com/clubs/hearthstone-country-club,True,Content,HTML
HTTP Redirect,https://www.clubcorp.com/globalassets/la-cima-club/_images/la-cima_bartender_024_1920.jpg/,https://www.clubcorp.com/globalassets/la-cima-club/_images/la-cima_bartender_024_1920.jpg,True,,HTTP
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/las-colinas-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/stonebridge-ranch-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-continues-momentum-and-announces,https://members.clubcorp.com/club/scripts/login/Login.asp,True,Header,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/gleneagles-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/stonebriar-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/hackberry-creek-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/canyon-creek-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/la-cima-club,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/clublife-excursions,https://www.clubcorp.com/globalassets/_corporate-site/_assets/images/royal-portrush-hr-2.jpg,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/timarron-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/walnut-creek-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/brookhaven-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/tower-club-dallas,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-story/news/clubcorp-announces-luxe-traveling-wedding-event,https://www.clubcorp.com/clubs/oakmont-country-club,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/clublife-excursions,https://www.clubcorp.com/globalassets/_corporate-site/_assets/images/royal-county-down.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/globalassets/chantilly_patio-people_032.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/globalassets/1f3a7009-35.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/globalassets/eagles-nest_golfer_004.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/globalassets/regency-17.1.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/globalassets/norbeck-club_pool-float-party_100.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/globalassets/1f3a7275-35.jpg,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/clublife-tournaments,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events/clublife-national-tournaments/tc-hole-7.jpg,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/clublife-tournaments,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events/clublife-national-tournaments/hillsoflakeway.adulttennis12.jpg,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/clublife-tournaments,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events/clublife-national-tournaments/golf-is-a-great-getaway-543077554_4937x3292.jpg,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/clubs/piedmont-club-haymarket,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/clublife-tournaments,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events/clublife-national-tournaments/stonebriar_action-0460.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/globalassets/piedmont_bar-family_055.jpg,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/clubs/eagles-nest-country-club,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/clubs/chantilly-national-golf-and-country-club,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/globalassets/6p9a4607.jpg,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/clublife-tournaments,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events/clublife-national-tournaments/12bunker_fazio.jpg,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/member-benefits/beyond-the-club/pga-national.jpg,True,Content,HTML
Hyperlink,https://www.clubcorp.com/our-portfolio/explore-our-major-markets/washington-dc,https://www.clubcorp.com/clubs/norbeck-country-club,True,Content,HTML
Image,https://www.clubcorp.com/who-we-are/investor-access,https://www.clubcorp.com/contentassets/f17b26a439ed47b9961ce4cb43c6b2e8/clubcorp_overview_investor_relations_18,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/our-brands/golf--country-clubs/brookhaven_putting_-081.jpg,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/our-brands/city-clubs/the-met_craftsman-people_017.jpg,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/our-brands/club-owner-solutions/istock-1160753614.jpg,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/member-benefits/beyond-the-club/four-seasons-bora-bora.jpg,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/_assets/images/clublife-mobile-app---istock-1133155870.jpg,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/member-benefits/beyond-the-club/tpcpiperglen_tournament.jpg,True,Content,HTML
Hyperlink,https://www.clubcorp.com/who-we-are/investor-access,https://members.clubcorp.com/Files/Library/CLUBCORPINVESTORACCESSREQUEST10.24.2017.PDF,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/member-benefits/marina-in-bora-bora-flat.jpg,True,Content,HTML
Image,https://www.clubcorp.com/member-benefits/beyond-the-club,https://www.clubcorp.com/globalassets/_corporate-site/member-benefits/a047_c015_1119s1.mov.08_00_08_29.still006.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets,https://www.clubcorp.com/globalassets/porter-valley-2.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets,https://www.clubcorp.com/globalassets/woodlands_palmer_hole-9_021.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets,https://www.clubcorp.com/globalassets/bears-best_hole-6_013.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets,https://www.clubcorp.com/globalassets/rivers-creek_drone-photos_003.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets,https://www.clubcorp.com/globalassets/country-club-south_golf_047.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets,https://www.clubcorp.com/globalassets/hunters-green_hole-18_001-edit.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-story,https://www.clubcorp.com/globalassets/_corporate-site/our-story/management-team/center-club_boardroom-people_295.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-story,https://www.clubcorp.com/globalassets/_corporate-site/our-story/management-team/our-history---mower.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets,https://www.clubcorp.com/globalassets/gleneagles_0599_bright.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-story,https://www.clubcorp.com/globalassets/_corporate-site/our-story/our-purpose/tower_club_employee-line-up_005-v2.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-story,https://www.clubcorp.com/globalassets/_corporate-site/our-story/news/tpc_craig-ranch_byron-nelson_hole-6_023-v2.jpg,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/professional-tournaments,https://www.clubcorp.com/globalassets/las-colinas-country-club/_images/lascolinas-dji_0097_1-1920_.jpg,True,Content,HTML
Hyperlink,https://www.clubcorp.com/entertainment-events/professional-tournaments,https://www.clubcorp.com/clubs/tpc-craig-ranch/att-byron-nelson,True,Content,HTML
Image,https://www.clubcorp.com/our-story/community-impact,https://www.clubcorp.com/globalassets/_corporate-site/roc-solid-foundation.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-portfolio/explore-our-major-markets,https://www.clubcorp.com/globalassets/elevation_hit-class_016.jpg,True,Content,HTML
Hyperlink,https://www.clubcorp.com/entertainment-events/professional-tournaments,https://www.clubcorp.com/clubs/firestone-country-club/golf/bridgestone-senior-players-championship,True,Content,HTML
Image,https://www.clubcorp.com/entertainment-events/professional-tournaments,https://www.clubcorp.com/globalassets/_corporate-site/entertainment-and-events/professional-tournaments/firestone_bridgestone_bridge_1920.jpg,True,Content,HTML
Image,https://www.clubcorp.com/our-story/community-impact,https://www.clubcorp.com/globalassets/_corporate-site/shine-day-3.png,True,Content,HTML
